id	text	A7hmedHussien
145	فيه مجانين في مستشفي المجانين يبون ينحاشون من المستشفي فعملوا خطه علي انهم يضربون الحارس اللي علي الباب ثم ينحاشون وفي الليل كل واحد جاب معاه عصا ولما وصلوا لبوابه المستشفي ما لقوا الحارس والباب مفتوح رجعوا وقالوا خساره فشلت الخطه	yes
146	قروي معزوم علي سمك قالو له انتبه تري فيه شوك قال ما عليك لابس نعال	yes
147	سالوا واحد صعيدي مين اهم الشمس ولا القمر رد القمر طبعا بيطلع ينور لنا بالليل و الدنيا ضلمه انما الشمس بتطلع بالنهار و الدنيا نور اصلا	yes
148	قروي ماراح يصلي الجمعه ليه لانها منقوله علي الهواء	no
149	قروي ما يعرف العلك وشراله علكه قعد يعلكها لين الليل و يقول و الله ماني نايم لين اخلصه قروي دخل محل الكترونيات قال لراعي المحل بكم هذا التلفزيون قاله انقلع مانبيع قراوي جا من بكره القروي محلق الشنب ولابس جينز عشان مايعرفه راعي المحل قال بكم هذا التلفزيون قال انقلع مانبيع قراوي جا من بكره القروي لابس عبايه قال بكم هذا التلفزيون قال انقلع مانبيع قراوي قفلت مع القروي ويرمي العبايه وقال لراعي المحل ياخي وشلون عرفت اني قروي قال ياقروي هذا مهوب تلفزيون هذا مكرويف	yes
150	فيه نذل دق علي مجاعه افريقيا وقال الحمد لله وش ذا الغداء الزين يا ام محمد وسكر الخط	yes
151	في احول يعاكس حولا قالها يا زينك انت واختك قالت له صرف اللي معاك وتعال	yes
152	في سكران طاح من الدور الرابع تجمعوا عليه الناس و قالوله وش الي صار قالهم و الله ما ادري توني جاي	yes
153	فيه وحده تقول لامها امس طب علينا حرامي علي السطح قالت الام الله لا يخزينا ما كنسناه	yes
154	قروي يقول لابوه يبه ابي اكمل دراستي بري قال له ماهيب مشكله وانا ابوك قل لامك تفرش لك في الحوش بس انتبه للبرد	yes
155	صعيدي راح ل ماكدونالدز وقال لهم عندكم حلقات بصل قالوا ايه قال عطوني الحلقه الاخيره	yes
156	صعيدي حاط كيس وراه ويسال صديقه اذا عرفت اللي معايه اعطيك منه سمكه قال الثاني عرفت معاك بحر	yes
157	واحد سكران راح لعمود نور في الشارع يدق عليها في نص الليل جاه سكران ثاني قال له شتسوي قال ادق الجرس علي بيتنا من زمان ولا فتحو لي تعتقد نايميين لا ما اعتقد لان نور الغرفه والع	yes
158	يتبع سوداني جالس مع لبنانيات سالوه وش مجلسك مع الورد قال والورد ما داير سماد	yes
159	واحد راح يصيف في بيروت ومعاه المرشده السياحيه اللبنانيه وهم في الطريق توريه معالم لبنان قالت له وهوني الضيعه قالها هنا الظيعه والله الظيعه ظيعتي كل هالعمر بين الدوادمي	no
160	واحد نذل قالوا له ودك ابو ك يموت وتورثه قال لا والله ودي تدعسه سياره واخذ الديه واورثه	no
161	يقول لك واحد صعيدي شرا باب قزاز لبيته وركب له عين سحريه	yes
162	في محشش صدم اثنين الاول مات والثاني قاعد يخانق قال المحشش شف خويك مات ولا قال شيء	yes
163	ولد قال لابوه المحشش سكرت علي مفتاح السياره قال احمد ربك منتب فيها	yes
164	قروي راح عيد ميلاد صديقه يوم خلص قال ياجماعه تري عيد ميلادكم عندي بكره	yes
165	سوداني طايح في بير ويصارخ انغزوني مر حوطي وقال اذا نغزناك عاد بتطلع	yes
166	واحد سال صديقه اللي ما شافه منذ مبطي هاه وش الاخبار زي الزفت افا انا تزوجت ممتاز لكنها عجوز افا عندها مليون ممتاز بس بخيله افا عندها قصر فيه خمسين غرفه ممتاز بس مقفوله افا نسكن في القصر ممتاز بس ننام في الصاله افا سجلت القصر باسمي ممتاز بس القصر احترق افا العجوز احترقت فيه ممتاز الفلوس احترقت معاها افا بس القصر مومن عليه ممتاز التامين اكشفوا اني حارقه افا بس مالقوا دليل ممتاز لكن ماحصلت تعويض افا وانا مبسوط ممتاز بس مفلس افا وابغي مساعده افا عطني سلف افا افا افا	yes
167	فيه واحد صيني يبي يسمع الصاده قال شنك وحنك قال الصدا وش تقول	yes
168	فيه اثنين راحو مع بعض جاء بعض وخلاهم لحالهم	yes
169	فيه واحد راح لراس الشارع لقاه اصلع فيه واحد احول راح يستقبل ابوه في المطار حب الشنطه وشال ابوه	yes
170	فيه اثنين ركبوا سياره واحد ساق واحد فخذ	yes
171	اثنين دخلوا الملعب واحد شاه واحد عنز	yes
172	واحد جا له ولد و صار عمره خمس سنين و ما يتكلم في يوم الولد تكلم و قال خالو ثاني يوم مات خالو بعد اسبوع قال عمو ثاني يوم مات عمو و بعد اسبوع قال بابا الاب كتب وصيته علي اساس انه بيموت ثاني يوم مات جارهم	yes
173	ميكانيكي اشتري سرير نام تحته	yes
174	فيه خروف راكب بحوض السياره ويرفس ليش يبي يركب بالغماره قدام كان احد الظباط يدرب بعض الجنود ويقول لهم يمين شمال شمال يمين فطلع واحد من هالجنود عن الصف ووقف بعيد فساله	yes
175	الظابط مندهشا عن سبب خروجه فاجاب الجندي في حده ابشوف متي تستقر علي راي اما يمين او شمال	yes
176	واحد صعيدي بيلف علي اكشاك السجاير يقول للبياع بتعرف تتكلم انجليزي يقوله البياع لا يروح لغيره ويكون نفس السوال ونفس الاجابه لغايه اما وصل للكشك الاخير قاله بتعرف تتكلم انجليزي قاله ايوا قاله كويس قوي اديني علبه مارلبورو	yes
177	فيه حواطي بيعدمون واحد قالوله اختر واحد من ثلاثه يا نعدمك بالغاز يا بالشنق يا بالحرق عاد هو قال ابشوف الاماكن اللي بتعدموني فيها قالو طيب المهم وهو يتفرج شاف غرفه الغاز وشاف السقف مفتوح غرفه الغاز لازم تصير مسكره علشان الغاز ما يطلع قال هو خلاص ابي تعدموني بالغاز قامو الحواطي وقعدوه علي الكرسي قالو له تشهد ويوم شاف الغرفه مافيها غاز يوم رفع راسه ولا واحد من الحواطي جادع عليه دبه غاز	yes
